"Year";"Month";"Commune";"Establishments";"Rooms";"Beds";"Arrivals";"Overnight stays";"Room nights";"Room occupancy";"Bed occupancy"
"2024";"Total of the year";"Diemtigen";4.92;71.63;187.95;4479.00;10192.00;5614.00;27.33;18.41
"2024";"Total of the year";"Spiez";12.58;397.25;722.81;79451.00;147878.00;86475.00;59.78;56.21
"2024";"Total of the year";"Hasliberg";11.50;309.63;699.62;38613.00;88768.00;46433.00;42.78;36.07
"2024";"Total of the year";"Innertkirchen";7.83;143.76;325.27;17296.00;27430.00;16080.00;34.63;26.42
"2024";"Total of the year";"Meiringen";11.25;306.85;726.63;49364.00;84269.00;47040.00;43.75;33.10
"2024";"Total of the year";"Lenk";14.33;411.94;793.69;60229.00;124090.00;72395.00;50.14;44.47
"2024";"Total of the year";"Saanen";25.33;948.99;1917.83;135382.00;339100.00;188352.00;60.16;53.90
"2024";"Total of the year";"Langnau im Emmental";4.00;47.00;92.00;7149.00;10851.00;7757.00;45.77;32.73
"2024";"Total of the year";"Schangnau";4.00;58.00;116.00;11876.00;15526.00;8778.00;45.09;39.82
"2024";"Total of the year";"Sigriswil";8.75;282.77;530.21;50976.00;113031.00;62786.00;63.79;61.28
"2024";"Total of the year";"Thun";15.92;473.97;802.34;102011.00;174100.00;113604.00;66.33;60.09
"2024";"Total of the year";"Herzogenbuchsee";3.00;41.00;75.00;3349.00;5381.00;3771.00;25.58;19.99
"2024";"Total of the year";"Emmen";3.00;250.00;342.00;17240.00;35073.00;28106.00;30.72;28.02
"2024";"Total of the year";"Kriens";4.00;258.00;551.50;78442.00;137113.00;73466.00;77.80;67.93
"2024";"Total of the year";"Luzern";53.75;3236.93;6377.32;791261.00;1412735.00;808626.00;68.73;60.89
"2024";"Total of the year";"Meggen";3.00;34.00;68.00;8971.00;15751.00;8095.00;71.97;70.02
"2024";"Total of the year";"Vitznau";7.92;296.23;637.93;42246.00;89562.00;50794.00;47.52;38.84
"2024";"Total of the year";"Weggis";19.83;740.13;1365.51;93514.00;200213.00;124963.00;46.96;40.82
"2024";"Total of the year";"Sursee";5.00;139.00;240.00;30262.00;45337.00;30846.00;61.28;52.21
"2024";"Total of the year";"Andermatt";12.33;475.63;1070.60;66728.00;141591.00;72775.00;43.94;38.15
"2024";"Total of the year";"Gurtnellen";4.75;41.01;128.03;7284.00;7910.00;3937.00;27.26;17.40
"2024";"Total of the year";"Einsiedeln";7.58;208.84;461.03;34499.00;59757.00;38475.00;50.47;35.49
"2024";"Total of the year";"Feusisberg";5.00;216.00;421.00;34271.00;59848.00;43074.00;55.40;39.32
"2024";"Total of the year";"Freienbach";5.00;212.00;350.00;32808.00;56594.00;39776.00;51.26;44.18
"2024";"Total of the year";"K?ssnacht (SZ)";6.67;148.75;276.25;23451.00;40918.00;28581.00;53.09;40.92
"2024";"Total of the year";"Ingenbohl";5.92;216.26;404.33;36869.00;58658.00;37409.00;47.68;40.02
"2024";"Total of the year";"Morschach";8.00;461.05;1276.29;121559.00;272628.00;109892.00;65.76;58.87
"2024";"Total of the year";"Schwyz";9.17;131.67;310.55;13486.00;21107.00;12162.00;27.12;20.52
"2024";"Total of the year";"Engelberg";25.33;945.64;1964.69;152101.00;328506.00;171006.00;51.57;47.68
"2024";"Total of the year";"Sachseln";9.08;262.29;486.96;34506.00;66463.00;41388.00;44.28;38.33
"2024";"Total of the year";"Sarnen";7.42;202.49;350.97;25581.00;54880.00;38741.00;52.65;43.07
"2024";"Total of the year";"Beckenried";6.00;105.01;270.36;25003.00;42020.00;22778.00;60.24;43.19
"2024";"Total of the year";"Emmetten";4.83;161.69;356.13;23976.00;40417.00;23790.00;41.98;32.80
"2024";"Total of the year";"Glarus Nord";11.08;304.07;702.12;35901.00;76054.00;43640.00;39.68;30.02
"2024";"Total of the year";"Glarus S?d";19.92;265.82;616.09;28436.00;60499.00;29799.00;34.28;30.09
"2024";"Total of the year";"Unter?geri";4.00;108.00;188.00;13348.00;23900.00;16486.00;41.76;34.78
"2024";"Total of the year";"Zug";9.33;434.96;763.61;42935.00;113242.00;90472.00;57.33;40.82
"2024";"Total of the year";"Haut-Intyamon";3.50;32.51;69.03;2669.00;4248.00;2686.00;24.35;18.12
"2024";"Total of the year";"Bulle";5.00;241.56;462.43;47451.00;76731.00;53602.00;60.80;45.47
"2024";"Total of the year";"Gruy?res";5.75;91.77;240.84;20956.00;28333.00;14756.00;45.02;33.38
"2024";"Total of the year";"Fribourg";6.83;258.83;508.83;46596.00;70473.00;54540.00;58.17;38.21
"2024";"Total of the year";"Murten";8.25;143.47;250.27;19289.00;29664.00;21676.00;43.63;34.28
"2024";"Total of the year";"Plaffeien";4.00;99.00;255.00;15263.00;27558.00;14709.00;40.83;29.66
"2024";"Total of the year";"Egerkingen";4.00;217.00;392.00;51535.00;75921.00;49409.00;62.21;52.92
"2024";"Total of the year";"Grenchen";4.17;79.33;166.67;9284.00;17707.00;13134.00;45.23;29.03
"2024";"Total of the year";"Olten";7.58;282.53;509.33;45695.00;74237.00;56377.00;55.02;40.13
"2024";"Total of the year";"Solothurn";9.17;300.98;582.31;60038.00;97634.00;68998.00;63.09;46.15
"2024";"Total of the year";"Basel";57.75;4573.26;9072.46;850259.00;1543941.00;1013524.00;61.03;46.84
"2024";"Total of the year";"Liestal";5.00;162.00;297.00;15733.00;25575.00;19671.00;34.10;24.21
"2024";"Total of the year";"Pratteln";5.00;286.00;645.00;56658.00;90016.00;61578.00;59.12;38.26
"2024";"Total of the year";"Schaffhausen";12.00;398.00;761.00;69005.00;111361.00;77734.00;53.75;40.22
"2024";"Total of the year";"Hundwil";4.00;79.00;187.00;18163.00;23848.00;14646.00;51.66;35.44
"2024";"Total of the year";"Gais";4.75;182.74;270.99;8213.00;11530.00;9339.00;13.96;11.63
"2024";"Total of the year";"Teufen (AR)";4.00;42.50;76.01;4983.00;8857.00;6152.00;40.44;32.52
"2024";"Total of the year";"Heiden";4.17;94.66;183.31;14369.00;29193.00;17949.00;52.94;44.40
"2024";"Total of the year";"Appenzell";10.00;204.99;438.27;30559.00;49013.00;29494.00;44.44;34.74
"2024";"Total of the year";"Gonten";5.00;70.00;150.00;10076.00;23532.00;16392.00;66.70;45.27
"2024";"Total of the year";"St. Gallen";22.42;1103.66;2064.10;162123.00;304036.00;215852.00;53.73;40.43
"2024";"Total of the year";"Rorschacherberg";3.00;104.00;188.00;18714.00;29073.00;19371.00;52.16;43.25
"2024";"Total of the year";"Altst?tten";4.75;94.48;180.94;5834.00;11259.00;8859.00;26.30;17.53
"2024";"Total of the year";"Buchs (SG)";6.00;165.00;295.00;17852.00;32716.00;24021.00;39.78;30.30
"2024";"Total of the year";"Bad Ragaz";11.75;489.27;995.57;60010.00;147321.00;93358.00;53.33;41.64
"2024";"Total of the year";"Flums";5.50;97.88;196.60;10541.00;21295.00;12072.00;37.48;32.78
"2024";"Total of the year";"Quarten";9.25;211.49;514.79;30627.00;61001.00;31186.00;42.27;33.98
"2024";"Total of the year";"Walenstadt";3.83;60.21;117.61;7239.00;11705.00;7513.00;36.94;29.71
"2024";"Total of the year";"Amden";7.08;98.92;217.84;11163.00;20354.00;11422.00;37.76;30.34
"2024";"Total of the year";"Rapperswil-Jona";6.00;195.00;364.00;23240.00;41636.00;37187.00;53.29;31.94
"2024";"Total of the year";"Eschenbach (SG)";3.25;18.33;34.65;1233.00;1949.00;1241.00;20.10;16.60
"2024";"Total of the year";"Wildhaus-Alt St. Johann";18.58;446.20;996.26;43273.00;93468.00;56603.00;37.41;27.85
"2024";"Total of the year";"Neckertal";7.92;121.67;224.42;7738.00;19971.00;12323.00;31.08;27.83
"2024";"Total of the year";"Uzwil";7.00;151.01;261.20;11731.00;38835.00;30074.00;54.41;40.62
"2024";"Total of the year";"Wil (SG)";4.58;126.17;240.33;20955.00;34450.00;25592.00;55.53;39.23
"2024";"Total of the year";"Vaz/Obervaz";14.75;788.63;1718.16;104372.00;263555.00;134175.00;49.40;44.45
"2024";"Total of the year";"Surses";14.08;319.05;743.75;32186.00;69864.00;36980.00;33.99;27.67
"2024";"Total of the year";"Poschiavo";20.08;272.21;574.09;38464.00;71680.00;42237.00;42.39;34.11
"2024";"Total of the year";"Laax";7.25;611.70;1984.25;61425.00;254402.00;108624.00;50.71;36.51
"2024";"Total of the year";"Vals";11.17;237.78;484.05;33087.00;65426.00;37218.00;44.42;38.46
"2024";"Total of the year";"Lumnezia";7.83;56.95;131.95;5306.00;12150.00;6487.00;35.24;28.52
"2024";"Total of the year";"Ilanz/Glion";4.67;100.92;175.33;13060.00;22667.00;17322.00;47.90;36.40
"2024";"Total of the year";"Rheinwald";6.00;85.53;186.66;11049.00;19189.00;11801.00;38.79;28.98
"2024";"Total of the year";"Flims";16.67;637.72;1367.65;66983.00;194020.00;109202.00;53.37;44.08
"2024";"Total of the year";"Zernez";10.83;290.95;600.82;35556.00;69849.00;40415.00;40.28;33.73
"2024";"Total of the year";"Samnaun";23.67;514.13;1079.65;47356.00;157719.00;86259.00;52.84;46.04
"2024";"Total of the year";"Scuol";31.75;863.46;1829.00;91825.00;260041.00;141656.00;48.91;42.37
"2024";"Total of the year";"Celerina/Schlarigna";7.17;394.36;777.83;42449.00;119055.00;70781.00;49.07;41.86
"2024";"Total of the year";"Pontresina";18.67;964.19;2008.95;119372.00;381487.00;209997.00;65.02;56.78
"2024";"Total of the year";"Samedan";7.42;151.10;324.19;20191.00;42880.00;24739.00;46.22;37.36
"2024";"Total of the year";"St. Moritz";30.33;2232.97;4243.27;294744.00;768053.00;427341.00;56.88;53.72
"2024";"Total of the year";"Bregaglia";13.33;263.89;592.09;22307.00;54029.00;29392.00;32.98;26.85
"2024";"Total of the year";"Val M?stair";14.25;208.56;438.15;24250.00;54202.00;32471.00;46.45;37.08
"2024";"Total of the year";"Davos";47.08;3042.84;6016.50;323506.00;820728.00;496142.00;48.63;40.70
"2024";"Total of the year";"Klosters";20.00;547.76;1202.58;54426.00;150865.00;80040.00;43.50;37.22
"2024";"Total of the year";"Chur";16.33;559.67;1073.76;152499.00;231708.00;150198.00;73.33;58.97
"2024";"Total of the year";"Arosa";34.58;1374.22;2746.37;136999.00;430599.00;224303.00;50.43;48.30
"2024";"Total of the year";"Maienfeld";5.00;124.00;242.00;21767.00;38078.00;24694.00;54.95;43.40
"2024";"Total of the year";"Breil/Brigels";9.92;170.18;377.03;13790.00;36727.00;20112.00;37.38;30.69
"2024";"Total of the year";"Tujetsch";8.67;145.93;419.59;16539.00;49058.00;22608.00;46.78;34.60
"2024";"Total of the year";"Aarau";4.00;134.00;222.00;19753.00;31404.00;24291.00;49.90;38.89
"2024";"Total of the year";"Baden";9.00;461.00;765.00;59504.00;124580.00;97574.00;57.83;44.49
"2024";"Total of the year";"Lenzburg";3.00;113.00;189.00;16692.00;29879.00;24651.00;60.35;43.70
"2024";"Total of the year";"Rheinfelden";3.75;75.75;124.50;10611.00;25136.00;15194.00;54.80;55.16
"2024";"Total of the year";"Zofingen";3.00;97.00;160.00;10876.00;23348.00;17809.00;50.68;40.28
"2024";"Total of the year";"Arbon";6.50;159.50;322.00;28327.00;42836.00;29087.00;50.33;36.72
"2024";"Total of the year";"Frauenfeld";5.00;167.00;320.00;13895.00;31924.00;26618.00;44.10;27.60
"2024";"Total of the year";"Kreuzlingen";6.00;150.00;295.00;23229.00;41629.00;28240.00;52.62;39.48
"2024";"Total of the year";"Bellinzona";16.67;412.84;852.20;61680.00;89486.00;61091.00;40.88;29.01
"2024";"Total of the year";"Ascona";30.42;1154.25;2322.26;149957.00;421254.00;231782.00;57.79;52.40
"2024";"Total of the year";"Locarno";22.00;772.44;1615.11;130766.00;275713.00;161256.00;59.10;48.37
"2024";"Total of the year";"Muralto";15.25;381.49;744.07;66048.00;136229.00;79739.00;58.78;51.50
"2024";"Total of the year";"Lugano";38.83;1649.25;2956.58;292195.00;549241.00;337391.00;56.72;51.53
"2024";"Total of the year";"Paradiso";9.00;518.00;1123.00;111734.00;192741.00;112355.00;59.26;46.89
"2024";"Total of the year";"Collina d'Oro";3.92;82.07;167.80;4121.00;10580.00;6104.00;20.37;17.28
"2024";"Total of the year";"Monteceneri";3.92;37.60;70.13;1821.00;2913.00;1870.00;13.73;11.46
"2024";"Total of the year";"Chiasso";3.75;121.77;263.28;19207.00;29938.00;18537.00;41.61;31.08
"2024";"Total of the year";"Mendrisio";8.67;198.09;413.45;33820.00;49920.00;34805.00;48.17;33.10
"2024";"Total of the year";"Leysin";4.75;435.53;1406.42;67481.00;185262.00;81827.00;61.78;40.14
"2024";"Total of the year";"Ollon";8.17;424.42;898.82;46190.00;104836.00;59035.00;39.37;32.87
"2024";"Total of the year";"Ormont-Dessus";4.75;203.40;408.79;18838.00;51634.00;31697.00;45.20;36.59
"2024";"Total of the year";"Bullet";4.42;87.03;192.28;9951.00;20425.00;12542.00;41.95;31.97
"2024";"Total of the year";"Lausanne";34.00;3145.00;5770.00;495118.00;971781.00;671328.00;59.04;46.49
"2024";"Total of the year";"Bourg-en-Lavaux";4.00;88.00;161.00;20090.00;31790.00;22089.00;70.39;55.40
"2024";"Total of the year";"Morges";6.92;228.56;499.46;32246.00;64932.00;43656.00;52.80;35.92
"2024";"Total of the year";"Nyon";7.92;332.54;692.34;42228.00;82498.00;64272.00;53.45;32.94
"2024";"Total of the year";"Ch?teau-d'Oex";3.92;92.84;169.26;10024.00;21514.00;14869.00;44.36;35.30
"2024";"Total of the year";"Le Chenit";6.00;137.00;288.00;17144.00;26669.00;18665.00;38.41;26.15
"2024";"Total of the year";"Montreux";18.58;1309.12;2434.35;237150.00;446412.00;262569.00;55.15;50.42
"2024";"Total of the year";"Vevey";11.00;403.67;653.50;52262.00;103668.00;71842.00;48.86;43.59
"2024";"Total of the year";"Blonay - Saint-L?gier";4.00;154.00;312.00;26487.00;39405.00;24213.00;43.31;34.79
"2024";"Total of the year";"Yverdon-les-Bains";6.00;302.00;603.00;42128.00;67259.00;46607.00;42.62;30.83
"2024";"Total of the year";"Brig-Glis";13.42;517.94;1115.21;94778.00;200751.00;125560.00;66.51;49.35
"2024";"Total of the year";"Nendaz";6.42;118.04;233.07;21604.00;39434.00;21064.00;52.29;49.45
"2024";"Total of the year";"Orsi?res";13.92;222.95;561.80;49849.00;63863.00;31279.00;42.18;34.11
"2024";"Total of the year";"Val de Bagnes";20.75;547.61;1189.50;63591.00;166817.00;91698.00;51.70;43.39
"2024";"Total of the year";"Goms";10.83;188.25;374.18;23685.00;52669.00;31105.00;49.75;42.26
"2024";"Total of the year";"Evol?ne";10.75;170.92;359.43;21899.00;39143.00;21014.00;39.76;35.05
"2024";"Total of the year";"Leukerbad";25.25;760.87;1480.78;103319.00;205990.00;110845.00;43.48;41.71
"2024";"Total of the year";"Martigny";7.17;337.78;608.80;61408.00;94716.00;65615.00;53.79;43.07
"2024";"Total of the year";"Champ?ry";11.42;328.56;672.71;30967.00;70319.00;43030.00;37.19;30.03
"2024";"Total of the year";"Saint-Maurice";3.00;90.00;156.00;10803.00;20359.00;17135.00;52.90;36.18
"2024";"Total of the year";"Sierre";4.50;131.97;260.93;13032.00;25218.00;17107.00;35.42;26.41
"2024";"Total of the year";"Anniviers";20.58;465.10;1171.85;58528.00;170739.00;80894.00;54.56;45.36
"2024";"Total of the year";"Crans-Montana";23.92;860.66;1910.93;85219.00;206972.00;117874.00;41.97;33.19
"2024";"Total of the year";"Sion";5.83;322.50;625.17;76769.00;115054.00;79610.00;67.83;50.55
"2024";"Total of the year";"Saas-Fee";25.42;642.58;1405.45;82955.00;236162.00;127060.00;58.01;49.39
"2024";"Total of the year";"Saas-Grund";9.17;199.34;421.18;19123.00;55321.00;31867.00;51.35;42.22
"2024";"Total of the year";"Visp";4.00;132.00;259.00;26236.00;46101.00;34717.00;72.50;49.16
"2024";"Total of the year";"Zermatt";97.25;3288.25;6803.53;680112.00;1640200.00;820364.00;74.54;71.83
"2024";"Total of the year";"La Grande B?roche";4.00;51.00;95.00;6728.00;11944.00;8474.00;45.40;34.35
"2024";"Total of the year";"La Chaux-de-Fonds";7.00;217.09;377.30;19149.00;31897.00;23733.00;30.29;23.44
"2024";"Total of the year";"Neuch?tel";15.00;565.00;1004.00;90650.00;154511.00;109326.00;53.27;42.34
"2024";"Total of the year";"Lat?na";...;...;...;...;...;...;...;...
"2024";"Total of the year";"Gen?ve";88.58;7015.90;12380.30;1092146.00;2339075.00;1652544.00;64.64;51.83
"2024";"Total of the year";"Lancy";3.00;334.00;699.00;60717.00;110498.00;75199.00;61.52;43.19
"2024";"Total of the year";"Meyrin";12.00;1970.00;3147.00;432831.00;701707.00;511986.00;71.02;60.93
"2024";"Total of the year";"Vernier";6.00;998.00;1670.00;150646.00;315474.00;206491.00;56.53;51.61
"2024";"Total of the year";"Del?mont";9.00;222.00;439.00;23429.00;41028.00;34671.00;43.19;25.86
"2024";"Total of the year";"Saignel?gier";6.67;95.66;206.73;14121.00;22025.00;13736.00;42.46;31.78
"2024";"Total of the year";"Porrentruy";10.00;87.00;169.00;9023.00;14801.00;9849.00;32.27;24.87
"2024";"Total of the year";"Clos du Doubs";5.67;55.47;125.31;8650.00;13236.00;6934.00;36.36;30.73
"2024";"Total of the year";"Moutier (JU)";...;...;...;...;...;...;...;...
